id;marca;nomeDaPeca;precoComDesconto;precoSemDesconto;Descricao;Tamanho;Condicao;Cores;DisponÌvel;Data;Status
22701;Taverniti;Jaqueta Jeans Taverniti;199.00;199.00;Jaqueta oversized jeans escuro, garimpada em Buenos Aires, Argentina. Possui quatro bolsos na frente, fechamento por botıes vintage. Jaqueta original dos anos 90.;M;Vintage;;DISPONIVEL;46:38.3;VERIFICADO
22703;Sem Marca;Camisa Estampada Colorida;129.00;129.00;Camisa vintage com estampa colorida, de manga longa, sem bolsos. Modelagem reta. Garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;49:11.0;VERIFICADO
22705;Robert Pierre;Bermuda Robert Pierre;49.00;49.00;Bermuda jeans cinza, vintage, com cinco bolsos: 3 na parte da frente e 2 nas costas, modelagem reta e barra desfiada.;42;Vintage;;DISPONIVEL;46:21.3;VERIFICADO
22442;Croft & Barrow;Camisa Vintage Croft & Barrow;129.00;129.00;Camisa vintage com estampa tropical, garimpada em Buenos Aires, Argentina. Tem manga curta, È bem levinha e fresquinha, Ûtima para o ver„o. Possui um bolso, fechamento por botıes. … vintage, mas est· em Ûtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;46:55.0;VERIFICADO
22443;Boo Jo;Camisa Vintage Boo Jo;129.00;129.00;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem mangas compridas, È bem levinha e confort·vel, com tecido super macio.;M;Vintage;;DISPONIVEL;49:27.8;VERIFICADO
22444;Sem Marca;Camisa Estampada Pav„o;129.00;129.00;Camisa vintage, com estampa de pav„o, garimpada em Buenos Aires, Argentina. Manga longa, sem bolsos, tecido bem leve e confort·vel. Est· em Ûtimo estado de conservaÁ„o.;M;Vintage;;DISPONIVEL;47:17.3;VERIFICADO
22445;You Too;Camisa Vintage Colorida You Too;129.00;129.00;Camisa vintage com estampa bem colorida, garimpada em Buenos Aires, Argentina. … uma peÁa de manga longa, porÈm bem leve, perfeita para qualquer estaÁ„o. A parte das costas È mais comprida que a parte da frente. Est· em Ûtimo estado de conservaÁ„o.;PP;Vintage;;DISPONIVEL;47:04.7;VERIFICADO
22446;Windmill;Camisa Windmili;129.00;129.00;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem estampa havaiana, bem colorida, com tecido leve, fresquinho e super confort·vel, perfeita para o ver„o. Manga curta, dois bolsos na parte da frente, em Ûtimo estado de conservaÁ„o e super estilosa.;G;Vintage;;DISPONIVEL;49:34.7;VERIFICADO
22447;Rica Lewis;Jaqueta Jeans Cropped Vintage;199.00;199.00;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Tem 4 bolsos externos, e um el·stico grande na cintura, que deixa a peÁa com estilo bomber. Foi feita a partir do reaproveitamento de uma calÁa jeans, o que fica mais evidenciado na parte das costas, que era a parte das costas da calÁa. … uma peÁa ˙nica e super original.;M;Vintage;;DISPONIVEL;46:58.1;VERIFICADO
22448;Narrow Jeans;Jaqueta Narrow Jeans;199.00;199.00;Jaqueta vintage em jeans escuro, garimpada em Buenos Aires, Argentina. Tem quatro bolsos na parte da frente, dois deles fechados por botıes. Oversized, cl·ssica e original dos anos 90, super estilosa.;GG;Vintage;;DISPONIVEL;49:24.3;VERIFICADO
22449;Nike;Camiseta Futebol Americano Miami Dolphins;289.00;289.00;Camiseta oficial do time de futebol americano Miami Dolphins, na cor turquesa. Todos os detalhes, como n˙meros e sÌmbolos, s„o bordados na peÁa. … uma peÁa de excelente qualidade, original, com selo oficial da NFL. N˙mero 22, pertence ao running back Reggie Bush. Est· em perfeito estado de conservaÁ„o. Garimpada em Buenos Aires, Argentina.;56;Vintage;;DISPONIVEL;46:15.0;VERIFICADO
22450;Dibust;Jaqueta Jeans Cropped Vintage;199.00;199.00;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Jeans escuro, com detalhes em marrom. Tem quatros bolsos na parte da frente, dois deles possuem botıes. Super estilosa, original dos anos 90.;P;Vintage;;DISPONIVEL;47:34.4;VERIFICADO
22707;Craft&Barrow;Camisa Estampada Croft&Barrow;129.00;129.00;Camisa vintage Croft&Barrow, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, manga curta. Estampa tropical em tons verdes.;G;Vintage;;DISPONIVEL;49:14.3;VERIFICADO
22452;Zara;Vestido LenÁo Zara;79.00;79.00;Vestido com estampa de lenÁo Zara Basic, bem leve e delicado. Manga 3/4, curto, com abertura na parte da frente e detalhe em metal no decote.;P;Vintage;;DISPONIVEL;47:11.0;VERIFICADO
22709;Pusser's;Camisa Estampada Pusser‚Äôs;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente, mangas curtas. Estampa tropical em tons clarinhos. Leve e super confort·vel para o ver„o.;GG;Vintage;;DISPONIVEL;49:07.2;VERIFICADO
22711;Embrujo;Jaqueta Jeans Embrujo;199.00;199.00;Jaqueta jeans escura, com detalhes em camurÁa nas mangas e em tecido nas costas e na frente. PeÁa vintage, garimpada em Buenos Aires, Argentina. Possui dois bolsos externos, fechamento por botıes.;P;Vintage;;DISPONIVEL;47:23.9;VERIFICADO
22713;Nape Nautical;Camisa Vintage Nautical;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, manga curta. Branca, com estampa de √¢ncoras.;G;Vintage;;DISPONIVEL;46:18.3;VERIFICADO
22715;Panama Jack;Camisa Panama Jack;129.00;129.00;Camisa floral da marca Panama Jack, garimpada em Buenos Aires, Argentina. Possui um bolso na parte da frente, fechamento por botıes, estampa tropical. Camisa super fresquinha, de modelagem reta, Ûtima para o ver„o.;M;Vintage;;DISPONIVEL;47:37.4;VERIFICADO
22717;Caribbean Joe;Camisa Vintage Caribbean Joe;129.00;129.00;Camisa vintage, Garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e manga curta. Preta, com estampa tropical, em perfeito estado de conservaÁ„o.;M;Vintage;;DISPONIVEL;46:24.4;VERIFICADO
22719;Campia;Camisa Tropical Campia;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, mangas curtas. Estampa tropical em tons vibrantes.;M;Vintage;;DISPONIVEL;48:59.8;VERIFICADO
22721;Pazzo;Camisa Tropical Pazzo;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente e manga curta. Estampa tropical floral.;GG;Vintage;;DISPONIVEL;48:53.2;VERIFICADO
22723;Croft & Barrow;Camisa Vintage Oversized;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e manga curta. Estampa tropical em tons marrons.;GG;Vintage;;DISPONIVEL;46:31.3;VERIFICADO
22725;Leyyi;Bomber Jacket Yellow;289.00;289.00;Jaqueta estilo bomber em amarelo com detalhes em verde. PeÁa vintage, garimpada em Buenos Aires, Argentina. Pode ser usada como jaqueta ou como colete, pois as mangas s„o removÌveis. Tem dois bolsos, fechamento por zÌper e botıes de press„o, totalmente forrada, com camadas de fibra internas.;M;Vintage;;DISPONIVEL;48:56.5;VERIFICADO
22727;Youtoo;Camisa Vintage Diferentona;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, sem bolsos, de mangas longas. … uma peÁa bem diferentona, com a parte da frente metade estampada e metade preta.;G;Vintage;;DISPONIVEL;47:20.8;VERIFICADO
22729;Zipper;Jaqueta Jeans Zipper;199.00;199.00;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Possui um bolso externo, botıes vintage originais, super bem conservada.;G;Vintage;;DISPONIVEL;49:31.4;VERIFICADO
22731;Davor;Bomber Jacket Davor;289.00;289.00;Jaqueta estilo bomber, azul com detalhes em rosa. … imperme·vel, tem dois bolsos externos, totalmente forrada. Fechamento por zÌper e botıes de press„o, orginal dos anos 80. PeÁa vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;49:03.3;VERIFICADO
22734;All Over;Parka Vintage All Over;289.00;289.00;Jaqueta estilo parka, oversized, com recortes em preto, roxo e verde. … impermeavel, tem dois bolsos grandes na parte externa e 1 bolso interno, fechamento atravÈs de zÌper e botıes de press„o. Apresenta um pequeno furo em uma das mangas, que pode ser visto nas fotos. Esse detalhe n„o compromete a peÁa. Garimpada em Buenos Aires, Argentina.;GG;Vintage;;DISPONIVEL;48:43.6;VERIFICADO
22736;Sem Marca;LenÁo Vintage Branco e Azul;49.00;49.00;LenÁo retangular branco e azul, com estampa de charretes. … perfeito para usar como top, amarrar no cabelo, no pescoÁo, na bolsa, ou usar como cinto. PeÁa vintage, em perfeito estado de conservaÁ„o, garimpado em Buenos Aires, Argentina.;U;Vintage;;DISPONIVEL;46:11.7;VERIFICADO
22484;Body's Jeans;Short Jeans Vintage;99.00;99.00;Shorts Jeans escuro vintage, mais compridinho, garimpado em Buenos Aires, Argentina. Tem cintura bem alta, modelagem ajustada ao corpo, cinco bolsos, original dos anos 90.;P;Vintage;;DISPONIVEL;49:37.7;VERIFICADO
22485;Sem Marca;Macac„o Jeans Orange;229.00;229.00;Macac„o jeans em sarja laranja vibrante, garimpado em Buenos Aires, Argentina. Modelagem reta e oversized, com seis bolsos, mangas longas. PeÁa vintage em perfeito estado de conservaÁ„o, super estilosa.;56;Vintage;;DISPONIVEL;49:41.0;VERIFICADO
22487;Marisa;Camisa Navy;59.00;59.00;Camisa com estampa navy, sem mangas, de modelagem reta. Tem detalhe com amarraÁ„o nas costas, podendo ser usada solta ou amarradinha (ficando assim mais curtinha).;38;Vintage;;DISPONIVEL;46:27.5;VERIFICADO
22488;Kit And Couch;Parka Jeans Kit And Couch;199.00;199.00;Parka vintage jeans oversized, com gola em veludo cotelÍ rosa. Garimpada em Buenos Aires, Argentina. Possui quatro bolsos na frente, fechamento por botıes. Jaqueta original dos anos 90.;M;Vintage;;DISPONIVEL;47:01.3;VERIFICADO
22489;Nihuil;Jaqueta Jeans Oversized Nihuil;199.00;199.00;Jaqueta oversized em jeans escuro, vintage, garimpada em Buenos Aires, Argentina. Tem quatro bolsos, fechamento por botıes. PeÁa cl·ssica, orginal dos anos 90.;GG;Vintage;;DISPONIVEL;49:21.1;VERIFICADO
22490;Hanging Loose;Jaqueta Bomber SKI;299.00;299.00;Jaqueta bomber multicolor, garimpada em Buenos Aires. Tem seis bolsos, sendo um deles interno. … totalmente forrada, com camadas de fibra internas, imperme·vel, bem quentinha e ideal para o inverno. Fechamento por zÌper e botıes de press„o.;P;Vintage;;DISPONIVEL;47:31.0;VERIFICADO
22492;Sem Marca;Cropped Pink Po·s;69.00;69.00;Cropped vintage, branco com padronagem de po·s em rosa. Soltinho, com mangas curtas e el·stico na barra. Perfeito para o ver„o.;P;Vintage;;DISPONIVEL;46:41.5;VERIFICADO
22493;Pierre Balmain;Camisa Pierre Balmain;129.00;129.00;Camisa vintage, da marca Pierre Balmain, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e mangas longas. Estampa geomÈtrica em tons escuros.;42;Vintage;;DISPONIVEL;46:48.6;VERIFICADO
22494;Puritan;Camisa Vintage Tropical Candy;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, manga curta, sem bolsos. Estampa tropical em tons clarinhos.;GG;Vintage;;DISPONIVEL;46:45.5;VERIFICADO
22495;Next Generations;Jaqueta Jeans Next Generation;199.00;199.00;Jaqueta vintage oversized em jeans claro, com bordado grande nas costas com os dizeres Next Generation. Possui quatro bolsos externos. Jaqueta original dos anos 90, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;47:27.7;VERIFICADO
22497;Luau;Camisa Vintage Luau;129.00;129.00;Camisa vintage, Garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, de manga curta. Branca com estampa tropical em azul claro.;G;Vintage;;DISPONIVEL;46:51.7;VERIFICADO
22499;Premier International;Camisa Premier International;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, mangas longas. Estampa tropical em tons de verde.;G;Vintage;;DISPONIVEL;49:17.8;VERIFICADO
22500;Hollis River;Camisa Tropical Hollis River;129.00;129.00;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente. Fechamento por botıes, Ûtimo estado de conservaÁ„o. Camisa levinha, ideal para ver„o, em estampa tropical.;GG;Vintage;;DISPONIVEL;48:50.0;VERIFICADO
22501;UFO;Jaqueta Jeans Vintage UFO;199.00;199.00;Jaqueta em jeans escuro vintage, da marca UFO, garimpada em Buenos Aires. Possui quatro bolsos externos, dois deles com botıes. Fechamento por botıes vintage originais. Jaqueta cl·ssica, oversized, super estilosa.;M;Vintage;;DISPONIVEL;47:07.9;VERIFICADO
22502;Vero Uomo;Bermuda Vero Uomo;49.00;49.00;Bermuda jeans de modelagem reta e barra desfiada. Possui cinco bolsos, 2 na parte das costas e 3 na frente.;42;Vintage;;DISPONIVEL;47:14.3;VERIFICADO
22507;Melissa;Pochete Melissa Creatives Wearable;120.00;120.00;Pochete da Melissa que junta†bolsa, cinto, porta-chave e o que mais vocÍ quiser. Por isso o nome:†Wearable. Criada no†projeto Creatives, da Melissa, em parceria com um grupo de meninas cariocas.†Pra usar sempre, com tudo, como cinto ou na transversal. Usada apenas uma vez.;U;Vintage;;DISPONIVEL;48:46.8;VERIFICADO
22453;Forever 21;Vestido Estampado Forever 21;69.00;69.00;Vestido levinho, estampado, da marca Forever 21. Estampa em vermelho com detalhes geomÈtricos, acinturado, com faixa para amarrar na cintura. Possui el·stico nas costas para melhor ajuste ao corpo. … curto, soltinho e super delicado.;M;Vintage;;DISPONIVEL;49:44.4;VERIFICADO
21792;UFO;Jaqueta Jeans Ufo;199.00;199.00;Jaqueta Jeans claro UFO, garimpada em Buenos Aires, possui 4 bolsos. Modelagem reta.;P;Vintage;;DISPONIVEL;51:57.2;VERIFICADO
21794;Emporio Colombo;Jaqueta Emporio Colombo;139.00;139.00;Jaqueta Imperme·vel, totalmente forrada. Fechamento com zÌper e botıes de press„o, com 4 bolsos externos e 2 internos.;M;Vintage;;DISPONIVEL;52:11.4;VERIFICADO
21796;Blue Steel;CalÁa Jeans Manchada;59.00;59.00;CalÁa jeans com detalhes mais claros ao longo da calÁa e principalmente no joelho, 4 bolsos utiliz·veis. Bem conservada.;40;Vintage;;DISPONIVEL;50:34.1;VERIFICADO
21797;Yes Brazil;Camisa Yes Brazil;129.00;129.00;Camisa com estampa localizada na frente. Marca Yes Brasil, tradicional anos 90. Fechamento por botıes. A peÁa apresenta uma leve manchinha roxa na parte da frente prÛxima da estampa o que a torna quase imperceptÌvel. PeÁa de Ûtima qualidade e bem conservada.;G;Vintage;;DISPONIVEL;53:03.6;VERIFICADO
21800;Sem Marca;Bermuda Jeans Off;59.00;59.00;Bermuda jeans off white. Em Ûtimo estado de conservaÁ„o.;42;Vintage;;DISPONIVEL;51:37.9;VERIFICADO
21801;Dell Kori;Camisa Dell Kori;79.00;79.00;Camisa Dell Kori, Estampa quadriculada azul e rosa, manga curta, Com apenas um bolso dianteiro.;M;Vintage;;DISPONIVEL;52:08.2;VERIFICADO
21802;Sem Marca;Blus„o Comfy;49.00;49.00;Blusa de moletom ampla. Modelagem quadrada. Manga longa. PeÁa super confort·vel.;G;Vintage;;DISPONIVEL;52:00.7;VERIFICADO
21803;Talbots;Casaco Vintage Xadrez;229.00;229.00;Casaco em l„ xadrez, que tambÈm pode ser usado como vestido. Tem modelagem acinturada, com ombros acentuados por ombreiras. Totalmente forrado. … uma peÁa vintage em perfeito estado de conservaÁ„o. Feito nos Estados Unidos, garimpado em Buenos Aires, Argentina.;P;Vintage;;DISPONIVEL;50:48.4;VERIFICADO
21804;Sem Marca;Colete TricÙ Artesanal;59.00;59.00;Colete em tricÙ artesanal, feito ‡ m„o. Na parte da frente os pontos s„o trabalhados com desenhos e vazados. PeÁa em Ûtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;52:35.3;VERIFICADO
21805;Accesories;LenÁo Penas Coloridas;29.00;29.00;LenÁo retangular verde menta com estampa de penas coloridas. … perfeito para amarrar no cabelo, no pescoÁo ou na bolsa. PeÁa nova.;U;Novo;;DISPONIVEL;51:47.3;VERIFICADO
21806;Formathys;Camisa Formathus;59.00;59.00;Camisa vermelha lisa com detalhe floral sobre os botıes. Modelagem reta.;P;Vintage;;DISPONIVEL;51:50.5;VERIFICADO
21807;Renner;Camisa Cetim;99.00;99.00;Camisa em cetim, estampa em motivo equestre. Estilo anos 90. Possui dois bolsos falsos na parte da frente. Fechamento por botıes. PeÁa bem conservada.;G;Vintage;;DISPONIVEL;52:59.8;VERIFICADO
21808;Studio New York;Casaco Amplo Studio;229.00;229.00;Casaco bege em l„ batida, totalmente forrado. Possui dois bolsos na parte da frente e fechamento por botıes. A modelagem È reta e ampla, com ombros caÌdos. Apresenta algumas manchinhas que n„o comprometem a peÁa, que est· em Ûtimo estado de conservaÁ„o. PeÁa vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;51:44.1;VERIFICADO
21809;Sem Marca;Maxi Colete;99.00;99.00;Colete com referÍncia sport, modelagem oversized, forrado e imperme·vel. Fechamento por zÌper e velcro. Possui quatro bolsos externos na parte da frente e dois internos com zÌper.;GG;Vintage;;DISPONIVEL;52:04.4;VERIFICADO
21810;Zara Man;Sapato Caramelo Zara;99.00;99.00;Sapato cl·ssico masculino, Black Tag by Zara Man. Em couro cor caramelo, tamanho 42, cadarÁo em algod„o. PeÁa semi-nova, bem conservada, a sola aparenta pouquÌssimo uso.;42;Vintage;;DISPONIVEL;52:52.3;VERIFICADO
21811;IRO;Blazer IRO;149.00;149.00;Blazer texturizado, em l„ sintÈtica com padronagem geomÈtrica. Modelagem reta e lapela alongada. Fechamento por um bot„o na parte da frente. Tecido externo e interno em Ûtimo estado de conservaÁ„o.;GG;Vintage;;DISPONIVEL;51:23.7;VERIFICADO
21813;Sem Marca;LenÁo Vintage Estampado;49.00;49.00;LenÁo grande quadrado, com estampa em tons de preto, branco, vermelho e dourado. O tecido È bem leve e macio, com listras transparentes. Apresenta alguns fios puxados, o que n„o compromete a peÁa, que est· em Ûtimo estado de conservaÁ„o. Pode ser usado como top, amarrado no cabelo, no pescoÁo, na bolsa, na calÁa como um cinto, como vocÍ quiser! PeÁa vintage.;U;Vintage;;DISPONIVEL;50:55.0;VERIFICADO
21814;Ocean Pacific;Jaqueta Jeans Ocean Pacific;199.00;199.00;Jaqueta Jeans Garimpada em Buenos Aires, estilo anos 90, oversized, jeans claro super confort·vel.;M;Vintage;;DISPONIVEL;51:30.5;VERIFICADO
21815;Sem Marca;SuÈter Vintage Estampado;159.00;159.00;SuÈter vintage off white com padronagem, super fofinho e quentinho. Garimpado em Buenos Aires, Argentina.;M;Vintage;;DISPONIVEL;51:13.7;VERIFICADO
21816;Cortelle Renner;SuÈter Cortelle;39.00;39.00;SuÈter decote V. Estampado em flores. Modelo mais ajustado ao corpo. PeÁa em Ûtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;51:09.5;VERIFICADO
21817;Jaques Sorel;Trench Coat Jaques Sorel;199.00;199.00;Casaco estilo trench coat, imperme·vel, forrado com pelo sintÈtico no corpo e fibra sintÈtica nos braÁos. Possui fechamento duplo por botıes, dois bolsos na parte da frente e faixa para ajuste da cintura. PeÁa garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;51:05.6;VERIFICADO
21818;Carelina;Vestido Vintage Pied de Poule;199.00;199.00;Vestido com estampa pied de poule em branco e azul marinho. … uma peÁa vintage, seu tecido tem textura de seda e È totalmente forrado. Tem modelagem reta, decote semelhante ao de um casaco, com 2 botıes. Duas golas sobrepostas, uma em pied de poule e a outra em branco. Mangas levemente bufantes. Um verdadeiro achado, garimpado em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;51:34.2;VERIFICADO
21820;Alfred;Blazer Alfred;129.00;129.00;Blazer Alfred, cl·ssico com fechamento simples de 2 botıes, possui 7 bolsos, 4 deles sendo internos. Possui tambÈm uma lapela do tipo Notched.;50;Vintage;;DISPONIVEL;51:17.0;VERIFICADO
21822;Poolest;Jaqueta Poolest;69.00;69.00;Jaqueta branca Poolest com padronagem Preta, Manga cumprida, Com um bolso dianteiro estilo canguru;G;Vintage;;DISPONIVEL;52:31.9;VERIFICADO
21824;Talento;Camisa Talento;89.00;89.00;Camisa Talento, branca com detalhes azuis, manga curta e modelagem reta. Em Ûtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;51:02.2;VERIFICADO
21825;Sem Marca;Camisa Flores;69.00;69.00;Camisa estampada estilo seda. Corte reto, possui duas penses na parte da frente e das costas para melhor ajuste no corpo. Fechamento por botıes.;M;Vintage;;DISPONIVEL;52:45.6;VERIFICADO
21827;Cusihuallpa;Gorro de L„;19.00;19.00;Gorro de l„ sintÈtica com padronagem geomÈtrica em marrom e branco. Tem pompom no topo da cabeÁa e trancinhas na barra. … forrado.;U;Vintage;;DISPONIVEL;50:51.6;VERIFICADO
21828;APA;Blazer APA;99.00;99.00;Blazer APA, cl·ssico com abotoaÁ„o simples de 3 botıes, possui 5 bolsos, 3 externos e 2 internos.;48;Vintage;;DISPONIVEL;52:38.7;VERIFICADO
21829;Marinela;Camisa Marinela;99.00;99.00;Camisa em tecido com aparÍncia de seda. Na parte da frente possui leves costuras aparentes em linhas retas, formando quadrados que trazem textura e delicadeza a peÁa. Em Ûtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;50:41.0;VERIFICADO
21830;Zara Men;CalÁa Zara;69.00;69.00;CalÁa modelo skinny em jeans resinado.;42;Vintage;;DISPONIVEL;51:20.6;VERIFICADO
21832;Cori;Saia de L„ Xadrez Cori;59.00;59.00;Saia l·pis em l„ natural xadrez, de cintura alta, totalmente forrada. PeÁa vintage. A etiqueta de tamanho marca 44, porÈm, veste 38.;M;Vintage;;DISPONIVEL;50:45.1;VERIFICADO
21834;Viwo;Camisa Vintage Floral;99.00;99.00;Camisa de manga longa, cinza com estampa floral. Tem um bolso na parte da frente. Modelagem reta e ampla.;G;Vintage;;DISPONIVEL;51:53.9;VERIFICADO
21837;Rigar¬¥s;Camisa Vintage Rigar¬¥s;99.00;99.00;Camisa estampada de manga longa, com um bolso na parte da frente. … uma peÁa vintage e est· em perfeito estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;52:18.3;VERIFICADO
21838;Forever21;Camisa Forever21;89.00;89.00;Camisa Forever21, Estampada com flamingos e palmeiras em um fundo preto, manga curta. Em Ûtimo estado de conservaÁ„o;P;Vintage;;DISPONIVEL;52:14.7;VERIFICADO
21839;Belfast;Casaco Belfast;179.00;179.00;Casaco 7/8 em l„ batida. Fechamento por trÍs botıes. Dois bolsos na parte da frente. Nos braÁos possuem aplicaÁ„o discreta de bordado na mesma cor da peÁa. √ìtimo estado de conservaÁ„o.;G;Vintage;;DISPONIVEL;52:21.9;VERIFICADO
21799;Sem Marca;Colete estampado;69.00;69.00;Colete Estampado Garimpado em Buenos Aires, Detalhado em verde, marrom e cinza;M;Novo;;DISPONIVEL;52:25.2;VERIFICADO
21823;Sem Marca;LenÁo Vintage Floral;49.00;49.00;LenÁo quadrado de seda, com estampa floral. … perfeito para amarrar no cabelo, no pescoÁo ou na bolsa.;U;Vintage;;DISPONIVEL;50:37.6;VERIFICADO
22433;Pro Kennex;Jaqueta Bomber Pro Kennex;269.00;269.00;Jaqueta estilo bomber na cor verde, com detalhes em preto e rosa. … forrada, possui dois bolsos na parte da frente, fechamento por zÌper. PeÁa vintage original, garimpada em Buenos Aires, Argentina.;GG;Vintage;;DISPONIVEL;51:27.1;VERIFICADO
22434;Yamaha;Conjunto Bomber Pink Yamaha;299.00;299.00;Conjunto vintage rosa pink, da marca Yamaha Garimpado em Buenos Aires. S„o duas peÁas: bomber jacket + calÁa. Ambas as peÁas s„o forradas! A calÁa possui 2 bolsos na parte da frente, perna com modelagem reta, em perfeito estado. A jaqueta È estilo bomber, tem detalhes em azul e branco, possui trÍs bolsos: dois externos e um interno. Conjunto em Ûtimo estado e super estiloso!;G;Vintage;;DISPONIVEL;52:28.6;VERIFICADO
22435;Obermeyer;Bomber Jacket Neon Obermeyer;269.00;269.00;Jaqueta estilo bomber, na cor verde neon com detalhes geomÈtricos coloridos. Est· em perfeito estado, È forrada e possui camadas de fibra internas. Possui cinco bolsos, um interno e os demais externos, um deles posicionado no braÁo. … uma peÁa bem leve, porÈm quentinha, tem ombreiras removÌveis. PeÁa vintage, garimpada em Buenos Aires, Argentina.;M;Vintage;;DISPONIVEL;51:41.0;VERIFICADO
22436;Dufour;Bomber Jacket Dufour;269.00;269.00;Jaqueta estilo bomber, da marca Dufour, colorida. … imperme·vel e forrada, com camadas de fibra internas. Possui trÍs bolsos: dois externos e um interno. Est· em Ûtimo estado, porÈm, o zÌper apresenta um defeitinho e n„o est· fechando. No entanto, isso n„o impede o fechamento da peÁa, que pode ser feito por botıes de press„o. O capuz fica escondido dentro da gola e pode ser usado ou n„o. √ìtima peÁa para levar em viagens, bem quentinha e funcional. PeÁa vintage, garimpada em Buenos Aires,;G;Vintage;;DISPONIVEL;52:56.1;VERIFICADO
22438;Maria de Buenos Aires;Camisa Maria Buenos Aires;129.00;129.00;Camisa estampada de manga curta, com estampa floral. Est· em Ûtimo estado de conservaÁ„o, È bem leve e confort·vel para o ver„o, de tecido 100% algod„o. PeÁa vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;52:42.0;VERIFICADO
22439;El BurguÈs;Camisa Vintage Polka Dots;129.00;129.00;Camisa El BurguÈs, garimpada em Buenos Aires, Argentina. Tem padronagem de bolinhas, po·s ou polka dots, como preferir chamar! O tecido È bem macio e confort·vel, tem mangas compridas, sem bolsos, super levinha e em Ûtimo estado de conservaÁ„o.;P;Vintage;;DISPONIVEL;52:48.9;VERIFICADO
22440;Puritan;Camisa Vintage Puritan;129.00;129.00;Camisa vintage, com estampa de coqueiros, garimpada em Buenos Aires, Argentina. Tem mangas curtas, um bolso na parte da frente, o tecido È leve e super confort·vel, È fresquinha e Ûtima para o ver„o.;GG;Vintage;;DISPONIVEL;50:30.3;VERIFICADO
22441;Bermuda Bay;Camisa Vintage Bermuda Bay;99.00;99.00;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem mangas curtas, um bolso na parte da frente, tecido leve e super confort·vel, fresquinha e Ûtima para o ver„o. √ìtimo estado de conservaÁ„o, porÈm, apresenta alguns pequenos furinhos pelo tecido, como pode-se ver nas fotos, o que n„o compromete a peÁa. Tem botıes de madeira.;GG;Vintage;;DISPONIVEL;50:58.4;VERIFICADO
14250;Nitrogen;Short Alto CotelÍ;55.00;55.00;Short de cintura alta em cotelÍ com detalhes nos bolsos. Possui barra cortada e dobrada.;36;Vintage;;VENDIDO;17:52.5;VERIFICADO
16489;Por Acaso;Cardigan Azul Losangos;89.00;89.00;Cardigan de tricÙ com losangos cinza na parte da frente. Fechamento por botıes.;P;Vintage;;VENDIDO;57:08.0;VERIFICADO
16490;Sem Marca;SuÈter Cinza …tnico;69.00;99.00;SuÈter cinza com padronagem Ètnica, sem costura no ombro.;G;Vintage;;VENDIDO;40:46.9;VERIFICADO
16491;Mauro Sergio;Bomber Jacket de L„;199.00;199.00;Bomber jacket de l„, nas cores preto e vermelho. … forrada e bem pesada. Possui 2 bolsos na parte da frente. Fechamento por zÌper.;GG;Vintage;;VENDIDO;37:02.1;VERIFICADO
