id;marca;nomeDaPeca;precoComDesconto;precoSemDesconto;Descricao;Tamanho;Condicao;Cores;DisponÌvel;Data;Status
18355;Lord Arthur;Camisa Lord Arthur;59.00;59.00;Camisa estampada manga longa um bolso na frente.;G;Vintage;;VENDIDO;16:30.3;VERIFICADO
18356;Sissi;Saia Midi de L„ Off White;89.00;89.00;Saia midi de l„ off white, cintura alta, com fenda e detalhe bordado na parte da frente. Possui el·stico na cintura para melhor ajuste ao corpo.;M;Vintage;;DISPONIVEL;32:24.6;VERIFICADO
18357;BlueSteel;Cardigan …tnico;49.00;49.00;Casaco estilo cardigan em tricÙ jacquard padronagem Ètnica. N„o possui fechamento.;GG;Vintage;;VENDIDO;04:16.9;VERIFICADO
18358;Thimar;CalÁa Oversized Cintura Alta Thimar;79.00;79.00;CalÁa jeans oversized, de cintura alta e pernas retas, vintage.;40;Vintage;;VENDIDO;20:32.5;VERIFICADO
18359;Zara;Moletom Marinho Zara Man;79.00;79.00;Moletom marinho de gola ampla, com fechamento por zÌper. Possui 2 bolsos na parte da frente, tambÈm com fechamento por zÌper. Tem ribana nos punhos e no quadril. N„o È forrado.;G;Vintage;;VENDIDO;32:31.5;VERIFICADO
18360;Colcci;Camiseta Cropped Destroyed;39.00;39.00;Camiseta cropped com aplicaÁıes de patchs, apresenta furos e desgastes propositais ao estilo destroyed.  PeÁa NOVA. ;P;Novo;;DISPONIVEL;33:40.6;VERIFICADO
18361;Sexxes;Camisa Hologr·fica;69.00;69.00;Camisa manga curta com um bolso na frente. Tecido estilo hologr·fico, a peÁa apresenta nuances de cores e tonalidades diferentes de acordo com o movimento.;G;Vintage;;VENDIDO;15:32.6;VERIFICADO
18362;Campus;Colete Jeans Oversized Vintage;189.00;189.00;Colete oversized vintage, em jeans manchado, de espessura bem grossa. Apresenta v·rios recortes e bolsos. … forrado e possui camadas de fibra interna. Estilo bomber, com el·stico nas laterais. Fechamento por botıes na parte da frente. Garimpado em Montevideo, Uruguai.;XG;Vintage;;VENDIDO;20:43.2;VERIFICADO
18363;Pull Sport;Cardigan Pull Sport;49.00;49.00;Casaco com gola estilo b·sico, fechamento com cinco botıes. TricÙ leve.;GG;Vintage;;VENDIDO;33:14.3;VERIFICADO
18364;Ositex;Trench Coat Ositex;199.00;199.00;Trench coat leve, estilo capa, na cor bege. … forrado, possui fechamento por botıes na parte da frente. 2 bolsos externos na parte da frente. N„o acompanha cinto.;G;Vintage;;DISPONIVEL;31:50.4;VERIFICADO
18365;Sem Marca;SuÈter …tnico;129.00;129.00;SuÈter estamapa Ètnica em jacquard. PeÁa vintage garimpada em Buenos Aires, Argentina.;M;Vintage;;DISPONIVEL;39:39.7;VERIFICADO
18366;Charla Rio;Camisa Charla Rio;69.00;69.00;Camisa estampada vintage manga longa, caimento estilo seda.;G;Vintage;;VENDIDO;40:02.9;VERIFICADO
18367;Via OratÛria;Jaqueta Jeans Via OratÛria;99.00;99.00;Jaqueta jeans oversized curta, com lavagem manchada. Possui 2 bolsos na parte da frente.;G;Vintage;;VENDIDO;34:54.2;VERIFICADO
18368;Jorda;Colete L„ Jorda;59.00;59.00;Colete de l„ curto com padronagem colorida. Medidas: Ombro 42cm, TÛrax 104cm, Comprimento 52cm.;P;Vintage;;DISPONIVEL;13:29.6;VERIFICADO
18369;Cia da Moda;Camisa Verde Oliva;59.00;59.00;Camisa verde militar de manga curta, com um bolso na parte da frente.;M;Vintage;;VENDIDO;47:01.0;VERIFICADO
18370;Mastin Club;Cardigan Marinho Mastin Club;79.00;79.00;Cardigan de l„ sintÈtica, na cor azul marinho, com detalhes em verde e branco na vista e na barra. Fechamento por botıes na parte da frente. Garimpado em Buenos Aires, Argentina.;G;Vintage;;VENDIDO;24:23.0;VERIFICADO
18371;Diana;Colete …tnico Diana;59.00;59.00;Colete cinza, amplo com 5 botıes. Possui motivos geomÈtricos em verde, azul e off white.;G;Vintage;;VENDIDO;37:19.3;VERIFICADO
18372;Adidas;TÍnis Adidas Originals TopTen Camo;99.00;99.00;TÍnis original adidas camo (camuflado) e azul marinho. Pouco uso e Ûtimo estado de conservaÁ„o. ;40;Vintage;;VENDIDO;44:35.9;VERIFICADO
18373;Sem Marca;Camisa Jeans Padronagem;79.00;79.00;Camisa jeans manga longa com padronagem de pequenos pontinhos em tons mais claros. Sem bolsos. PeÁa nova, nunca usada. Medidas: Ombros 54cm, TÛrax 126cm, Comprimento 80cm, Comprimento da manga 67cm.;GG;Novo;;VENDIDO;28:50.4;VERIFICADO
18374;Sem Marca;Bandana Vermelha;15.00;15.00;Bandana quadrada vermelha com estampa paisley em preto e branco. Medidas: 51cm x 51cm.;U;Vintage;;VENDIDO;40:35.2;VERIFICADO
18375;Pool;Jaqueta Jeans Oversized Pool;189.00;189.00;Jaqueta oversized em jeans escuro. Possui 4 bolsos na parte da frente.;M;Vintage;;VENDIDO;44:51.7;VERIFICADO
18376;Marfitt;Camisa Jeans Manga Curta;79.00;79.00;Camisa manga curta jeans azul indigo. Possui dois bolsos na frente .;G;Vintage;;VENDIDO;21:59.8;VERIFICADO
18377;Damyller;Bermuda Branca Cintura Alta;49.00;49.00;Bermuda jeans branca vintage, de cintura alta.;40;Vintage;;VENDIDO;28:43.5;VERIFICADO
18378;Soft Shoes;Top Cropeed Couro;79.00;79.00;Top cropped em couro natural, anos 80, com recorte/detalhe na parte do ombro. Possui quatro botıes de press„o para fechamento. PeÁa garimpada em Montevideo/Uruguay.;P;Vintage;;VENDIDO;06:13.1;VERIFICADO
18379;Zahi;Vestido Xadrez Vinho;69.00;69.00;Vestido xadrez vinho de flanela, manga longa, levemente acinturado.;P;Vintage;;VENDIDO;28:19.8;VERIFICADO
18380;Rovian;Camisa de Flanela Rovian;59.00;59.00;Camisa de flanela xadrez, manga longa, com um bolso na parte da frente. O tecido È bem encorpado e levemente apeluciado na parte interna.;G;Vintage;;VENDIDO;15:39.0;VERIFICADO
18381;Issi;Bermuda Azul Cintura Alta;59.00;59.00;Bermuda estilo social, cintura alta. Possui dois bolsos faca na parte da frente e el·stico na parte de tr·s do cÛs para melhor ajuste ao corpo.;42;Vintage;;VENDIDO;38:00.7;VERIFICADO
18382;Blue Street;Mom Jeans Estampada;129.00;129.00;CalÁa vintage estilo mom jeans estampada com fechamento em botıes. Garimpada em Montevideo/Uruguay.;38;Vintage;;VENDIDO;16:50.3;VERIFICADO
18383;Marfinno;Camisa Jeans Marfinno;59.00;59.00;Camisa jeans clara de manga longa, com dois bolsos na parte da frente. O colarinho est· desbotado na parte interna, por causa do uso.;GG;Vintage;;VENDIDO;56:29.2;VERIFICADO
18384;Sem Marca;Blusa Metalizada Azul;59.00;59.00;Blusa ampla metalizada na cor azul. Possui 5 botıes prateados na parte da frente. N„o possui marcaÁ„o de ombro, e as mangas s„o estilo morcego. … mais curta na parte da frente. Comprimento da peÁa: Frente 53m, Costas 68cm.;M;Vintage;;DISPONIVEL;43:12.4;VERIFICADO
18385;Basic;Casaco Basic;99.00;99.00;Casaco de sarja b·sico forrado. Fechamento por zÌper e botıes.Possui quatro bolsos na parte da frente.;M;Vintage;;VENDIDO;14:49.5;VERIFICADO
18386;Contatto;Bermuda Vintage Cintura Alta Red;59.00;59.00;Bermuda vintage de cintura alta em jeans vermelho. Tem a cintura mais fina e È amplo no quadril.;40;Vintage;;VENDIDO;47:30.3;VERIFICADO
18387;Heng He;Casaco de Nylon Preto Heng;149.00;149.00;Casaco de nylon preto, forrado, com camadas de fibra internas. Possui dois bolsos na parte da frente e acompanha cinto. Fechamento por zÌper e botıes de press„o. … uma peÁa para frio intenso. Medidas: Ombros 42cm, TÛrax 96cm, Comprimento 88cm, Comprimento da manga 63cm.;G;Vintage;;VENDIDO;29:02.6;VERIFICADO
18388;Sem Marca;Bandana Azul Marinho;15.00;15.00;Bandana quadrada azul marinho com estampa paisley em branco. Medidas: 51cm x 51cm.;U;Vintage;;VENDIDO;20:20.1;VERIFICADO
18389;Ariane;Blusa TricÙ TranÁa;49.00;49.00;Blusa em tricÙ ponto tranÁa manga curta e gola alta.;M;Vintage;;VENDIDO;17:20.4;VERIFICADO
18390;Felipe Ferreira;Bermuda Jeans Claro FF;59.00;59.00;Bermuda em jeans claro, com a barra cortada e desfiada.;40;Vintage;;VENDIDO;44:30.9;VERIFICADO
18391;Zoomp;Mom Jeans Branca Zoomp;99.00;99.00;CalÁa jeans branca, estilo mom, de cintura alta e pernas retas. PeÁa vintage em perfeito estado de conservaÁ„o, da marca Zoomp. Por ser uma peÁa vintage, sua etiqueta marca tamanho 38, porÈm, veste o tamanho 34 atual. Medidas: Cintura 60cm, Quadril 90cm.;34;Vintage;;VENDIDO;38:00.2;VERIFICADO
18392;Sem Marca;Camisa Hawwaii;69.00;69.00;Camisa em viscose, estampa vintage. Possui um bolso na frente.;P;Vintage;;VENDIDO;17:17.2;VERIFICADO
18393;Trik¬¥s;SuÈter Verde Trik‚Äôs;69.00;69.00;SuÈter verde de l„ sintÈtica, com detalhes em vermelho e roxo. Possui capuz com fechamento por velcro.;M;Vintage;;DISPONIVEL;22:22.4;VERIFICADO
18394;Ideia Fina;Camisa Animal Print;49.00;49.00;Camisa em nylon, estampa de onÁa, verde e azul, apresenta leve brilho. Possui dois bolsos na frente e martingales para ajuste nas mangas.;G;Vintage;;DISPONIVEL;49:56.3;VERIFICADO
18395;Sem Marca;M·xi Camisa Floral Transparente;89.00;89.00;M·xi camisa longa com fendas laterais em tecido transparente, estilo crepe, com estampa floral. Possui botıes na parte da frente, atÈ a altura da cintura, podendo ser usada fechada ou aberta. Possui ombreiras.;M;Vintage;;VENDIDO;16:42.6;VERIFICADO
18396;Reserva;Camisa Folhas Reserva;79.00;79.00;Camisa estampada colorida manga curta.;M;Vintage;;VENDIDO;47:11.1;VERIFICADO
18397;Malhas Francischini;Colete TricÙ;49.00;49.00;Colete de tricÙ com estampa geomÈtrica na parte da frente. Possui cinco botıes.;U;Vintage;;VENDIDO;11:58.0;VERIFICADO
18398;Sem Marca;SuÈter Marrom e Caramelo;59.00;59.00;SuÈter de tricÙ em tons de marrom e caramelo. Gola aberta, estilo decote canoa.;M;Vintage;;VENDIDO;35:29.5;VERIFICADO
18399;Duccio;Cardigan Duccio;69.00;69.00;Cardigan marrom em padronagem geomÈtrica bege na parte da frente. PeÁa ampla, com costura do ombro bem caÌda. Feito na It·lia.;G;Vintage;;VENDIDO;34:57.1;VERIFICADO
18400;Transport;Mini Saia Transport;79.00;79.00;Mini saia em jeans cintura alta e aplicaÁıes/bordados nos bolsos e nas laterais. Fechamento com zÌper e dois botıes. Garimpada em Montevideo/Uruguay.;36;Vintage;;VENDIDO;25:28.0;VERIFICADO
18401;Javali;Jaqueta Biker Marrom;179.00;179.00;Jaqueta em couro estilo biker. √ìtimo estado de conservaÁ„o. Forrrada em cetim. Possui um bolso interno e dois externos. Fechamento por zÌper.;G;Vintage;;VENDIDO;38:42.1;VERIFICADO
18402;Jedburgh Kiltmakers;Kilt EscocÍs Azul e Vermelho;79.00;79.00;Kilt escocÍs xadrez, em l„ pura nas cores azul, vermelho e amarelo. Cintura alta, com fechamento por fivelas e velcro. Possui alguns furinhos pequenos, que n„o comprometem a peÁa. Feito no Reino Unido, garimpado em Montevideo. … uma peÁa em tamanho infantil: 14 anos.;14;Vintage;;VENDIDO;17:58.4;VERIFICADO
18403;Garimp·rio;Mochila Jeans Upcycling Jeans Escuro;79.00;99.00;Mochila sustent·vel, feita a partir do reaproveitamento de calÁas jeans vintage. Forrada, com dois bolsos internos. Fechamento com cord„o e bot„o de press„o. Dimensıes: 44cm de comprimento e 42cm de largura (84cm de circunferÍncia).;U;Novo;;DISPONIVEL;04:56.5;VERIFICADO
18404;J&D;Luvas de Couro SintÈtico;29.00;29.00;Luvas de couro sintÈtico preto, forradas com tecido peluciado. Possuem detalhe com bot„o de press„o na parte da frente. PeÁa para frio intenso. Medidas: Comprimento 24cm, Largura 11cm.;U;Novo;;VENDIDO;17:28.5;VERIFICADO
18405;Tes Store;T-Shirt Metalizada;49.00;49.00;Blusa estilo camiseta, transparente e metalizado dourado. PeÁa NOVA.;M;Vintage;;VENDIDO;34:02.9;VERIFICADO
18406;Vincunha;Bermuda Jeans Cintura Alta;79.00;79.00;Bermuda jeans vintage cintura alta. Com pespontos aparentes e aplicaÁıes de fitas gregas nas laterais. Possui dois bolsos na frente e dois bolsos atr·s. Um bot„o no cÛs e fechamento por zÌper.;36;Vintage;;VENDIDO;28:40.3;VERIFICADO
14314;Octopussy;Jaqueta Branca;89.00;89.00;Jaqueta jeans branca com botıes e bolsos na frente.;M;Vintage;;VENDIDO;52:30.7;VERIFICADO
14317;New York;Jaqueta New York;45.00;45.00;Jaqueta jeans curta com aplicaÁ„o Ètnica e dois bolsos na frente e etiqueta bordada atr·s. Possui uma pequena mancha laranja abaixo da gola nas costas e duas casas de botıes est„o desfiadas.;M;Vintage;;VENDIDO;39:53.2;VERIFICADO
14318;Triton;Jaqueta Vintage Triton;70.00;70.00;Jaqueta jeans ampla com bolsos na frente.;G;Vintage;;VENDIDO;03:30.9;VERIFICADO
14319;Sem Marca;Macaquinho Po·;50.00;50.00;Macaquinho estampado com botıes. Aconselhado para pessoas com atÈ 1,68 m de altura.;P;Vintage;;VENDIDO;00:01.3;VERIFICADO
14321;Hering;Regata Aloha;17.00;17.00;Regata estilo vintage com gola e manga cortadas e estampa na frente.;G;Vintage;;VENDIDO;22:06.3;VERIFICADO
14324;Camp's;Short Alto Camp‚Äôs;56.00;56.00;Short de linho de cintura alta com bolsos na frente.;42;Vintage;;VENDIDO;19:04.0;VERIFICADO
14326;Colombo;Short Caqui;44.00;44.00;Short jeans de cintura alta com barra cortada e dobrada.;40;Vintage;;VENDIDO;23:55.3;VERIFICADO
14327;Neguy's;Short Jeans Alto;40.00;40.00;Short jeans de cintura alta com barra cortada e dobrada.;38;Vintage;;VENDIDO;29:47.6;VERIFICADO
14330;Sem Marca;SuÈter Kisses;70.00;70.00;SuÈter vintage com padronagem.;U;Vintage;;VENDIDO;17:17.3;VERIFICADO
14334;Bonequinha de Luxo;Vestido Floral;55.00;55.00;Vestido estampado com pregas.;M;Vintage;;VENDIDO;03:34.3;VERIFICADO
14338;Sem Marca;Short Estampado;29.00;29.00;Short estampado em tecido leve de cintura alta.;M;Vintage;;VENDIDO;02:14.0;VERIFICADO
14339;Admission;Short Admission;39.00;39.00;Short preto com cintura mÈdia. Tecido com pouca elasticidade.;40;Vintage;;VENDIDO;41:40.3;VERIFICADO
14340;Kotilon;Camisa …tnica;69.00;69.00;Camisa de manga curta com estampa Ètnica.;M;Vintage;;VENDIDO;01:30.5;VERIFICADO
14341;Penney;Camisa Penney;38.00;38.00;Camisa estampada.;GG;Vintage;;VENDIDO;27:54.7;VERIFICADO
14342;Tactic's;Vestido Tactic‚Äôs;39.00;39.00;Vestido jeans. Possui pequenas manchas claras atr·s, prÛximo da barra e da lateral, mas n„o comprometem a peÁa por serem quase imperceptÌveis.;M;Vintage;;VENDIDO;16:45.6;VERIFICADO
14343;Sem Marca;Cardigan Vintage;59.00;59.00;Cardigan com padronagem. Possui pequenos fios puxados mas que n„o comprometem a peÁa.;M;Vintage;;VENDIDO;25:01.8;VERIFICADO
14344;Damyller;Jaqueta Tie-dye;69.00;69.00;Jaqueta jeans com tingimento tie-dye.;M;Vintage;;VENDIDO;17:33.3;VERIFICADO
14345;Lisa Bianca;Camisa LB;35.00;35.00;Camisa estampada.;M;Vintage;;VENDIDO;42:01.3;VERIFICADO
14346;C&A;Camisa Floral Mi˙do;99.00;99.00;Camisa estampada.;M;Vintage;;VENDIDO;38:16.4;VERIFICADO
14347;Sem Marca;SuÈter Losangos;89.00;89.00;SuÈter com textura de losangos na frente.;G;Vintage;;VENDIDO;19:33.8;VERIFICADO
14348;Hering;Vestido Hrng;19.00;45.00;Vestido preto de um ombro sÛ. Etiqueta tamanho P, mas possui modelagem grande e veste M.;M;Vintage;;DISPONIVEL;27:31.4;VERIFICADO
14349;Sem Marca;SuÈter Flores;58.00;58.00;SuÈter com padronagem.;U;Vintage;;VENDIDO;31:15.7;VERIFICADO
14350;Marinela;Short Nuvens;37.00;37.00;Short de cintura alta em tecido leve.;P;Vintage;;VENDIDO;51:22.0;VERIFICADO
14351;St Claus;Short Alto Claus;49.00;49.00;Short jeans de cintura alta.;36;Vintage;;VENDIDO;46:37.6;VERIFICADO
14352;Sem Marca;Macac„o Cinza;45.00;45.00;Macac„o com zÌper e botıes.;M;Vintage;;VENDIDO;16:02.8;VERIFICADO
14353;Damyller;Short Damyller;49.00;49.00;Short jeans de cintura alta.;40;Vintage;;VENDIDO;20:18.4;VERIFICADO
14354;Sem Marca;CalÁa Cinza;35.00;35.00;CalÁa com cintura mÈdia.;36;Vintage;;VENDIDO;08:53.8;VERIFICADO
14355;Unleaded;Camisa Unleaded;49.00;49.00;Camisa estampada com um bolso na frente.;GG;Vintage;;VENDIDO;04:13.5;VERIFICADO
14356;Sem Marca;SuÈter Listras;59.00;59.00;SuÈter com padronagem.;GG;Vintage;;VENDIDO;39:32.9;VERIFICADO
14357;Sem Marca;Blusa Estampas;29.00;29.00;Blusa estampada em tecido leve.;U;Vintage;;VENDIDO;16:27.0;VERIFICADO
14358;Levi's;Short Levi‚Äôs;38.00;38.00;Short jeans com barra cortada e desfiada.;36;Vintage;;VENDIDO;01:36.7;VERIFICADO
14359;Jus Dorange;Bata Indiana;34.00;34.00;Bata indiana com bordados e miÁangas.;M;Vintage;;VENDIDO;18:49.8;VERIFICADO
14360;Sem Marca;LenÁo Animal Print;15.00;15.00;LenÁo retangular estampado.;U;Vintage;;VENDIDO;21:15.8;VERIFICADO
22437;Playboy;Bomber Jacket Jeans Playboy;199.00;199.00;Jaqueta jeans vintage, estilo bomber, da marca Playboy, garimpada em Buenos Aires, Argentina. Tem detalhes bege nos ombros, e possui trÍs bolsos externos. Pode ser fechada por zÌper e tambÈm por botıes de press„o. … totalmente forrada, com um tecido de algod„o estampado bem bonito.;M;Vintage;;VENDIDO;04:31.1;VERIFICADO
14362;Makenji;Camisa Floral MK;36.00;36.00;Camisa transparente com estampa floral.;M;Vintage;;VENDIDO;16:04.7;VERIFICADO
14363;Kempers;Regata Kempers;29.00;29.00;Regata de tricot em fios com brilho.;P;Vintage;;VENDIDO;05:46.3;VERIFICADO
14364;New York & Company;Camisa Seda NY;43.00;43.00;Camisa de seda estampada.;G;Vintage;;VENDIDO;33:02.9;VERIFICADO
14365;Sem Marca;LenÁo Estampado;13.00;13.00;LenÁo retangular estampado.;U;Vintage;;VENDIDO;33:59.6;VERIFICADO
14366;Ruminahui;Casaco Nahui;199.00;199.00;Casaco com padronagem, botıes e bolsos na frente.;G;Vintage;;VENDIDO;40:18.2;VERIFICADO
14367;Sem Marca;Blazer Vitral;49.00;49.00;Blazer com padronagem, possui forro e um bot„o.;G;Vintage;;VENDIDO;18:46.4;VERIFICADO
14368;Boby Blues;Jaqueta Boby Blues;39.00;39.00;Jaqueta jeans com lavagem diferenciada.;M;Vintage;;VENDIDO;18:17.6;VERIFICADO
14369;Jivago;Camisa Jivago;58.00;58.00;Camisa de seda estampada.;G;Vintage;;VENDIDO;52:36.9;VERIFICADO
14370;Sem Marca;SuÈter Flakes;46.00;46.00;SuÈter comprido com padronagem na frente e mangas 3/4.;M;Vintage;;VENDIDO;19:29.0;VERIFICADO
14371;Sem Marca;Colete Tricot;29.00;29.00;Colete fechado em tricot.;M;Vintage;;VENDIDO;11:33.1;VERIFICADO
14372;Sem Marca;Cropped Listrada;26.00;26.00;Camiseta cropped listrada em branco e azul marinho.;M;Vintage;;VENDIDO;37:34.4;VERIFICADO
14373;Naguchi;Jaqueta Naguchi;39.00;39.00;Jaqueta jeans com bolsos e botıes.;G;Vintage;;VENDIDO;21:49.8;VERIFICADO
14374;Dasael;Short Laranjas;15.00;43.00;Short estampado com zÌper atr·s. Tecido com elasticidade.;P;Vintage;;DISPONIVEL;13:59.3;VERIFICADO
14375;Sem Marca;Camisa Jeans Property;99.00;99.00;Camisa jeans com bordado na frente.;G;Vintage;;VENDIDO;36:58.7;VERIFICADO
14376;Mr Otto;Camisa Mr Otto;55.00;55.00;Camisa estampada com um bolso na frente.;GG;Vintage;;VENDIDO;49:04.0;VERIFICADO
14377;Makenji;Bermuda Makenji;39.00;39.00;Bermuda jeans.;40;Vintage;;VENDIDO;14:55.8;VERIFICADO
14378;Sem Marca;Regata Banda;27.00;27.00;Regata com estampa na frente e atr·s, Possui mangas cortadas.;G;Vintage;;VENDIDO;53:34.8;VERIFICADO
14379;Pool;Camisa Pool;89.00;89.00;Camisa de flanela xadrez de manga comprida.;M;Vintage;;VENDIDO;32:30.7;VERIFICADO
14380;Sem Marca;Camisa Fogo;29.00;29.00;Camisa tie-dye com manga curta.;G;Vintage;;VENDIDO;32:59.3;VERIFICADO
14381;Makenji;Camisa Makenji;42.00;42.00;Camisa de manga comprida com um bolso.;GG;Vintage;;VENDIDO;32:14.8;VERIFICADO
14382;Sem Marca;Regata Iron Maiden;29.00;29.00;Regata com estampa de banda, com gola e mangas cortadas.;G;Vintage;;VENDIDO;02:21.0;VERIFICADO
14383;Blue Steel;Blazer Blue Steel;65.00;65.00;Blazer slim com trÍs botıes.;P;Vintage;;VENDIDO;31:37.9;VERIFICADO
14384;Xoox;Camisa Xoos;45.00;45.00;Camisa de manga comprida estampada.;M;Vintage;;VENDIDO;31:25.5;VERIFICADO
14385;Mitchcraft;Camiseta Darken;33.00;33.00;Camiseta de manga longa com estampas.;GG;Vintage;;VENDIDO;35:43.4;VERIFICADO
14386;Diesel;CalÁa Diesel;38.00;38.00;CalÁa jeans com elastano.;38;Vintage;;VENDIDO;24:25.9;VERIFICADO
14387;Lenon;Camisa Jeans Lenon;89.00;89.00;Camisa jeans de manga curta com bolsos na frente.;M;Vintage;;VENDIDO;04:04.4;VERIFICADO
14388;Hipgnosy;Camiseta Iron Maiden;34.00;34.00;Camiseta de manga longa com estampas.;G;Vintage;;VENDIDO;20:09.5;VERIFICADO
14389;Group;Camisa Group;39.00;39.00;Camisa de manga curta estampada.;G;Vintage;;VENDIDO;48:00.2;VERIFICADO
14390;Clock House;Camisa Recortes;39.00;39.00;Camisa transparente com recortes.;G;Vintage;;VENDIDO;03:50.0;VERIFICADO
14392;Agonaut;Camisa Argonaut;59.00;59.00;Camisa de manga curta estampada.;G;Vintage;;VENDIDO;24:56.7;VERIFICADO
14393;Sem Marca;Kimono Primavera;49.00;49.00;Kimono longo estampado. Possui desgastes em partes do tecido, alguns desfiados e pequenos furos. N„o est· em Ûtimas condiÁıes, apresentando alguns defeitos.;U;Vintage;;VENDIDO;51:55.6;VERIFICADO
14394;Timberland;Camisa Jenas Timberland;39.00;39.00;Camisa jenas de manga comprida. Possui uma pequena mancha amarelada no tecido, mas n„o compromete a peÁa.;G;Vintage;;VENDIDO;47:36.9;VERIFICADO
14395;Lay Out;Camisa LO;59.00;59.00;Camisa estampada de manga curta com um bolso na frente.;G;Vintage;;VENDIDO;16:11.4;VERIFICADO
14396;St John's Bay;Camisa SJBay;49.00;49.00;Camisa de manga comprida com um bolso.;P;Vintage;;VENDIDO;22:51.7;VERIFICADO
14397;Sem Marca;Camisa Estampada;39.00;39.00;Camisa estampada com botıes.;M;Vintage;;VENDIDO;53:30.8;VERIFICADO
14398;Clock House;Bermuda Clock House;89.00;89.00;Bermuda com estampa xadrez.;40;Vintage;;VENDIDO;42:55.6;VERIFICADO
14399;Cant„o;Cardigan Tricot Cant„o;39.00;39.00;Cardigan de tricot furadinho comprido com amarraÁ„o na frente.;M;Vintage;;VENDIDO;06:06.4;VERIFICADO
14400;Sem Marca;Regata Listrada;29.00;29.00;Regata listrada com mangas e gola cortadas.;GG;Vintage;;VENDIDO;54:27.7;VERIFICADO
14401;Consumo Urbano;Camisa Marujo;69.00;69.00;Camisa de manga curta estampada.;G;Vintage;;VENDIDO;38:19.8;VERIFICADO
14402;Sem Marca;Cinto Caveira;49.00;49.00;Cinto com fivela de caveira em metal.;U;Vintage;;VENDIDO;18:14.7;VERIFICADO
14403;Cepheus;Camisa Tie-dye;45.00;45.00;Camisa em tingimento tie-dye.;GG;Vintage;;VENDIDO;34:32.3;VERIFICADO
14404;Triton;CalÁa Triton;38.00;38.00;CalÁa jeans com cintura baixa.;40;Vintage;;VENDIDO;09:14.7;VERIFICADO
14405;Cherokee;Camisa Cherokee;25.00;35.00;Camisa de manga curta com estampa.;M;Vintage;;VENDIDO;25:40.2;VERIFICADO
14406;Sem Marca;Regata Cookie Monster;24.00;24.00;Regata com mangas e gola cortadas, estampa na frente e atr·s.;G;Vintage;;VENDIDO;55:15.6;VERIFICADO
14407;Sem Marca;Short Alto;45.00;45.00;Short alto com estampa xadrez discreta.;42;Vintage;;VENDIDO;22:24.3;VERIFICADO
14408;Pool;Polo Pool;69.00;69.00;Camiseta com gola polo estampada.;G;Vintage;;VENDIDO;40:40.5;VERIFICADO
14409;Umen;Camisa Umen;45.00;45.00;Camisa estampada com mangas mais curtas.;M;Vintage;;VENDIDO;27:00.9;VERIFICADO
14410;Byrne;Camisa Flanela;59.00;59.00;Camisa de Flanela estampada.;GG;Vintage;;VENDIDO;30:37.3;VERIFICADO
14411;Levi's;Camiseta Levi‚Äôs;25.00;25.00;Camiseta com estampa na frente.;M;Vintage;;VENDIDO;53:56.0;VERIFICADO
14412;Sem Marca;Regata Animal Print;19.00;19.00;Regata estampada com fenda em uma lateral e acabamento simples.;P;Vintage;;VENDIDO;15:42.2;VERIFICADO
14413;Sem Marca;Camisa da Terra;34.00;34.00;Camisa estampada com botıes.;G;Vintage;;VENDIDO;18:40.1;VERIFICADO
14414;Sem Marca;Cropped Amarrada Tie-dye;49.00;49.00;Cropped estampada com botıes e laÁo na frente. Possui tingimento tie-dye, o tingimento da peÁa pode ser diferente que o tingimento da cropped da foto.;P;Novo;;VENDIDO;34:52.9;VERIFICADO
14415;Sem Marca;Cropped Amarrada Estampada;49.00;49.00;Cropped estampada com botıes e laÁo na frente.;P;Novo;;VENDIDO;25:37.2;VERIFICADO
14416;Sem Marca;Cropped Tie-dye;39.00;39.00;Cropped bem curtinha estampada.;P;Novo;;VENDIDO;22:25.7;VERIFICADO
14417;Sem Marca;Cropped Estampada;39.00;39.00;Cropped bem curtinha estampada.;P;Novo;;VENDIDO;15:02.0;VERIFICADO
14418;Sem Marca;Blusa Floral;26.00;26.00;Regata com estampa floral.;M;Vintage;;VENDIDO;19:43.5;VERIFICADO
14419;Sem Marca;Camisa de Flanela;79.00;79.00;Camisa de flanela xadrez com manga comprida.;G;Vintage;;VENDIDO;51:34.9;VERIFICADO
14420;Sun Place;Regata Jeans Sun Place;29.00;29.00;Camisa jeans sem mangas.;G;Vintage;;VENDIDO;34:09.8;VERIFICADO
14422;Sem Marca;Cropped Estampada;26.00;26.00;Cropped estampada soltinha.;M;Vintage;;VENDIDO;33:05.4;VERIFICADO
14423;Zara;Vestido Zara;55.00;55.00;Vestido estampado soltinho com el·stico na cintura.;M;Vintage;;VENDIDO;36:14.2;VERIFICADO
14424;Patropi;Camisa Jeans Patropi;38.00;38.00;Camisa jeans com um bolso na frente.;G;Vintage;;VENDIDO;20:22.2;VERIFICADO
14425;Vicunha;Colete Vicunha;59.00;59.00;Colete jeans com bolsos na frente.;M;Vintage;;VENDIDO;54:37.3;VERIFICADO
14426;Inscena;Vestido Jeans Indigo;45.00;45.00;Vestido jeans com botıes na frente e amarraÁ„o no decote.;P;Vintage;;VENDIDO;27:37.6;VERIFICADO
14427;Giorgio Bianco;Camisa Xadrez Giorgio;79.00;79.00;Camisa de flanela xadrez de manga comprida.;G;Vintage;;VENDIDO;32:17.1;VERIFICADO
